qa_id,id,file_name,question,gold_answer,reference_normalized,asr_normalized,wer,cer,answer_preserved,gold_answer_token_count,asr_llm_answer_raw,asr_llm_answer_normalized,asr_em,asr_f1,latency_sec,output_tokens,status,error,oracle_answer_raw,oracle_answer_normalized,oracle_em,oracle_f1,delta_f1,propagation_failure
176,1854,7832300528694181868.wav,خودرو تقریباً در چه ساعتی از صحنه تصادف برده شد؟,ساعت 1200 گرینویچ,خود خودرو تقریباً ساعت ۱۲۰۰ گرینویچ همان روز از صحنه تصادف برده شد,خود خودرو تقریبا ساعت دوازده دو سفر گرینویچ ه همان روز از صحنه ی تصادف برده شد,0.3846153846153846,0.2615384615384615,False,3,"ساعت دوازده دو سفر گرینویچ 
",ساعت دوازده دو سفر گرینویچ,0,0.5,1.727058775,12,ok,,"ساعت ۱۲۰۰ گرینویچ 
",ساعت 1200 گرینویچ,1,1.0,0.5,1
176,1854,6744019583241836038.wav,خودرو تقریباً در چه ساعتی از صحنه تصادف برده شد؟,ساعت 1200 گرینویچ,خود خودرو تقریباً ساعت ۱۲۰۰ گرینویچ همان روز از صحنه تصادف برده شد,خود خودرو تقریبا ساعت یک هزار و دویست گرینویچ همان روز از صحنه تصادف برده شد ایست,0.3846153846153846,0.3076923076923077,False,3,"یک هزار و دویست گرینویچ 
",یک هزار و دویست گرینویچ,0,0.25,1.760022117,12,ok,,"ساعت ۱۲۰۰ گرینویچ 
",ساعت 1200 گرینویچ,1,1.0,0.75,1
176,1854,6545552358659566081.wav,خودرو تقریباً در چه ساعتی از صحنه تصادف برده شد؟,ساعت 1200 گرینویچ,خود خودرو تقریباً ساعت ۱۲۰۰ گرینویچ همان روز از صحنه تصادف برده شد,خود خودرو تقریبا ساعت هزار و دویست گرینویچ همان روز از صحنه ی تصادف برده شد,0.3076923076923077,0.2153846153846154,False,3,"ساعت هزار و دویست گرینویچ 
",ساعت هزار و دویست گرینویچ,0,0.5,1.788849626,12,ok,,"ساعت ۱۲۰۰ گرینویچ 
",ساعت 1200 گرینویچ,1,1.0,0.5,1
309,1994,5130797695222006152.wav,دانستن چه زبان‌هایی یادگیری پرتغالی را آسان‌تر می‌کند؟,یکی از زبان‌های رومی,نیازی به گفتن نیست اگر یکی از زبان‌های رومی را بلد باشید یادگیری زبان پرتغالی برای شما آسان‌تر خواهد بود,نیازی به گفتن نیست اگر یکی از زبان های رومی را بلد باشید یادگیری زبان پرتغالی برای شما آسان تر خواهد بود,0.0,0.0,True,5,"زبان های رومی 
",زبان های رومی,0,0.75,1.138900216,7,ok,,"زبان‌های رومی 
",زبان های رومی,0,0.75,0.0,
309,1994,9609424270772580559.wav,دانستن چه زبان‌هایی یادگیری پرتغالی را آسان‌تر می‌کند؟,یکی از زبان‌های رومی,نیازی به گفتن نیست اگر یکی از زبان‌های رومی را بلد باشید یادگیری زبان پرتغالی برای شما آسان‌تر خواهد بود,نیازی به گفتن نیست اگر یکی از زبان های رومی را بلد باشید یادگیری زبان پرتغالی برای شما آسان تر خواهد بود,0.0,0.0,True,5,"زبان های رومی 
",زبان های رومی,0,0.75,1.176017079,7,ok,,"زبان‌های رومی 
",زبان های رومی,0,0.75,0.0,
309,1994,5342715779358900373.wav,دانستن چه زبان‌هایی یادگیری پرتغالی را آسان‌تر می‌کند؟,یکی از زبان‌های رومی,نیازی به گفتن نیست اگر یکی از زبان‌های رومی را بلد باشید یادگیری زبان پرتغالی برای شما آسان‌تر خواهد بود,نیازی به گفتن نیست اگر یکی از زبان های رومی را بلد باشید یادگیری زبان پرتغالی برای شما آسانتر خواهد بود,0.0909090909090909,0.0096153846153846,True,5,"زبان های رومی 
",زبان های رومی,0,0.75,1.135928275,7,ok,,"زبان‌های رومی 
",زبان های رومی,0,0.75,0.0,
249,1930,6338638276539628372.wav,شش گروگان آزادشده شامل چه گروه‌هایی بودند؟,كودكان و سالمندان، همینطور عكاسان فیلیپینی,شش گروگان شامل کودکان و سالمندان همینطور عکاسان فیلیپینی در ابتدا آزاد شدند,شش گروگان شامل کودکان و سالمندان همینطور عکاسان فیلیپینی در ابتدا آزاد شدند,0.0,0.0,True,6,"کودکان و سالمندان و عکاسان فیلیپینی 
",کودکان و سالمندان و عکاسان فیلیپینی,0,0.833333333,2.051608893,16,ok,,"کودکان و سالمندان و عکاسان فیلیپینی 
",کودکان و سالمندان و عکاسان فیلیپینی,0,0.833333333,0.0,
249,1930,424187478812897100.wav,شش گروگان آزادشده شامل چه گروه‌هایی بودند؟,كودكان و سالمندان، همینطور عكاسان فیلیپینی,شش گروگان شامل کودکان و سالمندان همینطور عکاسان فیلیپینی در ابتدا آزاد شدند,شش گروگان شامل کودکان و سالمندان همینطور عکاسان فیلیپینی در ابتدا آزاد شدند,0.0,0.0,True,6,"کودکان و سالمندان و عکاسان فیلیپینی 
",کودکان و سالمندان و عکاسان فیلیپینی,0,0.833333333,2.099899242,16,ok,,"کودکان و سالمندان و عکاسان فیلیپینی 
",کودکان و سالمندان و عکاسان فیلیپینی,0,0.833333333,0.0,
249,1930,14127272033568546973.wav,شش گروگان آزادشده شامل چه گروه‌هایی بودند؟,كودكان و سالمندان، همینطور عكاسان فیلیپینی,شش گروگان شامل کودکان و سالمندان همینطور عکاسان فیلیپینی در ابتدا آزاد شدند,شش گروگان شامل کودکان و سالمندان همینطور عکاسان فیلیپینی در ابتدا آزاد شدند,0.0,0.0,True,6,"کودکان و سالمندان و عکاسان فیلیپینی 
",کودکان و سالمندان و عکاسان فیلیپینی,0,0.833333333,2.105034273,16,ok,,"کودکان و سالمندان و عکاسان فیلیپینی 
",کودکان و سالمندان و عکاسان فیلیپینی,0,0.833333333,0.0,
73,1741,12671929116460307089.wav,نواحی بزرگ شمالی از نظر جمعیت چگونه توصیف شده‌اند؟,کاملاً کم جمعیت,نواحی بزرگ در نواحی شمالی‌تر کاملاً کم جمعیت هستند و برخی نیز تقریباً نواحی وحشی غیرمسکونی هستند,نواحی بزرگ در نواحی شمالی تر کاملا کم جمعیت هستند و برخی نیز تقریبا نواحی وحشی غیرمسکونی هستم,0.0555555555555555,0.0212765957446808,True,3,"کم جمعیت 
",کم جمعیت,0,0.8,0.819602022,4,ok,,"کم جمعیت  
",کم جمعیت,0,0.8,0.0,
73,1741,6897553686231424242.wav,نواحی بزرگ شمالی از نظر جمعیت چگونه توصیف شده‌اند؟,کاملاً کم جمعیت,نواحی بزرگ در نواحی شمالی‌تر کاملاً کم جمعیت هستند و برخی نیز تقریباً نواحی وحشی غیرمسکونی هستند,نواحی بزرگ در نواحی شمالی تر کاملا کم جمعیت هستند و برخی نیز تقریبا نواحی وحشیه غیرمسکونی هستند,0.0555555555555555,0.0106382978723404,True,3,"کم جمعیت و برخی نواحی وحشیه غیرمسکونی 
",کم جمعیت و برخی نواحی وحشیه غیرمسکونی,0,0.4,2.150477958,16,ok,,"کم جمعیت  
",کم جمعیت,0,0.8,0.4,
73,1741,1613598539845360189.wav,نواحی بزرگ شمالی از نظر جمعیت چگونه توصیف شده‌اند؟,کاملاً کم جمعیت,نواحی بزرگ در نواحی شمالی‌تر کاملاً کم جمعیت هستند و برخی نیز تقریباً نواحی وحشی غیرمسکونی هستند,نواحی بزرگ در نواحی شمالی تر کاملا کم جمعیت هستند و برخی نیز تقریبا نواحی وحشی غیر مسکونی هستند,0.1111111111111111,0.0106382978723404,True,3,"کم جمعیت  
",کم جمعیت,0,0.8,0.809252172,4,ok,,"کم جمعیت  
",کم جمعیت,0,0.8,0.0,
104,1774,4209260933838818803.wav,در جزایر دورتر چه ارزهایی ممکن است پذیرفته شوند؟,ارز بریتانیا و ایالات متحده,احتمالاً در جزایر دورتر کارت‌های اعتباری پذیرفته نشود اگرچه ارز بریتانیا و ایالات متحده مورد قبول است از قبل روش پرداخت مورد قبول را با مالکان هماهنگ کنید,احتمالا در جزایر دورتر کارت های اعتباری پذیرفته نشود اگرچه ارز بریتانیا و ایالات متحده مورد قبول است از قبل روش پرداخت مورد قبول را با مالکان هماهنگ کنید,0.0,0.0,True,5,"ارز بریتانیا و ایالات متحده 
",ارز بریتانیا و ایالات متحده,1,1.0,1.434929483,10,ok,,"ارز بریتانیا و ایالات متحده 
",ارز بریتانیا و ایالات متحده,1,1.0,0.0,0
104,1774,15299933755678085112.wav,در جزایر دورتر چه ارزهایی ممکن است پذیرفته شوند؟,ارز بریتانیا و ایالات متحده,احتمالاً در جزایر دورتر کارت‌های اعتباری پذیرفته نشود اگرچه ارز بریتانیا و ایالات متحده مورد قبول است از قبل روش پرداخت مورد قبول را با مالکان هماهنگ کنید,احتمالا در جزایر دورتر کارت های اعتباری پذیرفته نشود اگرچه عرضه بریتانیا و ایالات متحده مورد قبول است از قبل روش پرداخت مورد قبول را با مالکان هماهنگ کنید,0.0344827586206896,0.0196078431372549,False,5,"نامشخص 
",نامشخص,0,0.0,0.793704229,4,ok,,"ارز بریتانیا و ایالات متحده 
",ارز بریتانیا و ایالات متحده,1,1.0,1.0,1
164,1840,687860785770325953.wav,مجموعه‌های مشابه به‌خصوص در کدام کشور ساخته شده‌اند؟,لهستان,در بسیاری از شهرهای ایتالیا و سایر نقاط جهان به‌خصوص در لهستان مجموعه‌های مشابهی ساخته شده که تعداد زیادی از مردم از آن بازدید کرده‌اند,در بسیاری از شهرهای ایتالیا و سایر نقاط جهان بخصوص در لهستان مجموعه های مشابه ساخته شده که تعداد زیادی از مردم از آن بازدید کرده اند,0.1071428571428571,0.0222222222222222,True,1,"لهستان 
",لهستان,1,1.0,0.833242583,4,ok,,"لهستان 
",لهستان,1,1.0,0.0,0
164,1840,14017825635939450332.wav,مجموعه‌های مشابه به‌خصوص در کدام کشور ساخته شده‌اند؟,لهستان,در بسیاری از شهرهای ایتالیا و سایر نقاط جهان به‌خصوص در لهستان مجموعه‌های مشابهی ساخته شده که تعداد زیادی از مردم از آن بازدید کرده‌اند,در بسیاری از شهرهای ایتالیا و سایر نقاط جهان بخصوص در لهستان مجموعه های مشابه ساخته شده که تعداد زیادی از مردم از آن بازدید کردند,0.1785714285714285,0.0444444444444444,True,1,"لهستان 
",لهستان,1,1.0,0.899508734,4,ok,,"لهستان 
",لهستان,1,1.0,0.0,0
122,1794,9157445353600201219.wav,تمدن در این متن چگونه تعریف شده است؟,یک فرهنگ واحد,یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می‌کنند رعایت می‌شود,یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0.0,0.0,True,3,"یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود. 

",یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0,0.2,4.063900678,34,ok,,"یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می‌کنند رعایت می‌شود. 
",یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0,0.2,0.0,
122,1794,10197441927924455618.wav,تمدن در این متن چگونه تعریف شده است؟,یک فرهنگ واحد,یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می‌کنند رعایت می‌شود,یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که درکنار هم زندگی و کار می کنند روایت می شود,0.1111111111111111,0.0175438596491228,True,3,"یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که درکنار هم زندگی و کار می کنند روایت می شود. 

",یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که درکنار هم زندگی و کار می کنند روایت می شود,0,0.206896552,4.295353829,36,ok,,"یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می‌کنند رعایت می‌شود. 
",یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0,0.2,-0.006896552,
122,1794,5031707733452576946.wav,تمدن در این متن چگونه تعریف شده است؟,یک فرهنگ واحد,یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می‌کنند رعایت می‌شود,یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0.0,0.0,True,3,"یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود. 

",یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0,0.2,4.086526899,34,ok,,"یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می‌کنند رعایت می‌شود. 
",یک تمدن یک فرهنگ واحد است که توسط گروه بسیار بزرگی از مردم یک جامعه که در کنار هم زندگی و کار می کنند رعایت می شود,0,0.2,0.0,
159,1835,7330393594601392984.wav,چرا هشدار سونامی ابلاغ نشد؟,زمین لرزه با شرط شدت 6.5 ریشتر همخوانی نداشت,هیچ هشدار سونامی اعلام نشده است و طبق آژانس ژئوفیزیک جاکارتا از آنجایی که زمین لرزه با شرط شدت ۶.۵ ریشتر همخوانی نداشت هشدار سونامی ابلاغ نخواهد شد,هیچ هشدار سونامی اعلام نشده است و طبق آژانس ژئوفیزیک جاکارتا ازآنجایی که زمین لرزه با شدت با شرط شدت شش و نیم ریشتر همخوانی نداشت هشدار سونامی ابلاغ نخواهد شد,0.2413793103448276,0.1020408163265306,False,10,"چون زمین لرزه با شدت شش و نیم ریشتر همخوانی نداشت. 
",چون زمین لرزه با شدت شش و نیم ریشتر همخوانی نداشت,0,0.666666667,2.598328591,21,ok,,"چون زمین لرزه با شرط شدت ۶.۵ ریشتر همخوانی نداشت. 
",چون زمین لرزه با شرط شدت 6 5 ریشتر همخوانی نداشت,0,0.952380952,0.28571428499999996,
159,1835,11927167883596642564.wav,چرا هشدار سونامی ابلاغ نشد؟,زمین لرزه با شرط شدت 6.5 ریشتر همخوانی نداشت,هیچ هشدار سونامی اعلام نشده است و طبق آژانس ژئوفیزیک جاکارتا از آنجایی که زمین لرزه با شرط شدت ۶.۵ ریشتر همخوانی نداشت هشدار سونامی ابلاغ نخواهد شد,هیچ هشدار سونامی اعلام نشده است و طبق آژانس ژئوفیزیک جاکارتا از آنجایی که زمین لرزه با شدت شان شیش و نیم بیشتر همخوانی نداشت هشدار سونامی ابلاغ نخواهد شد,0.2068965517241379,0.0884353741496598,False,10,"چون زمین لرزه با شدت شان شیش و نیم بیشتر همخوانی نداشت. 
",چون زمین لرزه با شدت شان شیش و نیم بیشتر همخوانی نداشت,0,0.545454545,2.563022399,20,ok,,"چون زمین لرزه با شرط شدت ۶.۵ ریشتر همخوانی نداشت. 
",چون زمین لرزه با شرط شدت 6 5 ریشتر همخوانی نداشت,0,0.952380952,0.40692640699999993,
159,1835,18366968121003165711.wav,چرا هشدار سونامی ابلاغ نشد؟,زمین لرزه با شرط شدت 6.5 ریشتر همخوانی نداشت,هیچ هشدار سونامی اعلام نشده است و طبق آژانس ژئوفیزیک جاکارتا از آنجایی که زمین لرزه با شرط شدت ۶.۵ ریشتر همخوانی نداشت هشدار سونامی ابلاغ نخواهد شد,هیچ هشدار سونامی اعلام نشده است و طبق آژانس ژئوفیزیک جاکارتا ازآنجایی که زمین لرزه با شرط شدتش شد شش ممیز پنج ریشتر همخوانی نداشت هشدار سونامی ابلاغ نخواهد شد,0.2413793103448276,0.1020408163265306,False,10,"چون زمین لرزه با شدتش شش ممیز پنج ریشتر همخوانی نداشت. 
",چون زمین لرزه با شدتش شش ممیز پنج ریشتر همخوانی نداشت,0,0.571428571,2.950378721,23,ok,,"چون زمین لرزه با شرط شدت ۶.۵ ریشتر همخوانی نداشت. 
",چون زمین لرزه با شرط شدت 6 5 ریشتر همخوانی نداشت,0,0.952380952,0.38095238099999995,
182,1860,14912581824231436291.wav,از افراد مجروح چند نفر افسر پلیس بودند؟,نوزده نفر,دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند,دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند,0.0,0.0,True,2,"19 
",19,0,0.0,0.825040429,4,ok,,"19 
",19,0,0.0,0.0,
182,1860,11339296291830932697.wav,از افراد مجروح چند نفر افسر پلیس بودند؟,نوزده نفر,دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند,دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند,0.0,0.0,True,2,"19 
",19,0,0.0,0.773157203,4,ok,,"19 
",19,0,0.0,0.0,
182,1860,13867692121029489732.wav,از افراد مجروح چند نفر افسر پلیس بودند؟,نوزده نفر,دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند,دفتر فرماندار گفت که نوزده نفر از افراد مجموع مجروح از افسران پلیس بودند,0.0769230769230769,0.0909090909090909,True,2,"19 
",19,0,0.0,0.76606608,4,ok,,"19 
",19,0,0.0,0.0,
69,1737,7939358695324365880.wav,گروه‌های بزرگی که شیرها در آن زندگی می‌کنند چه نام دارند؟,گله,شیرها اجتماعی‌ترین گربه‌سانان هستند و در گروه‌های بزرگ با نام گله زندگی می‌کنند,شیرها اجتماعی ترین گربه سانان هستند و در گروه های بزرگ به نام گله زندگی می کنند,0.0588235294117647,0.0126582278481012,True,1,"گله 
",گله,1,1.0,0.764263714,4,ok,,"گله 
",گله,1,1.0,0.0,0
69,1737,9195151002294865323.wav,گروه‌های بزرگی که شیرها در آن زندگی می‌کنند چه نام دارند؟,گله,شیرها اجتماعی‌ترین گربه‌سانان هستند و در گروه‌های بزرگ با نام گله زندگی می‌کنند,شیرها اجتماعی ترین گربه سانان هستند و در گروه های بزرگ با نام گله زندگی می کنند,0.0,0.0,True,1,"گله 
",گله,1,1.0,0.809496971,4,ok,,"گله 
",گله,1,1.0,0.0,0
69,1737,8791696813341880939.wav,گروه‌های بزرگی که شیرها در آن زندگی می‌کنند چه نام دارند؟,گله,شیرها اجتماعی‌ترین گربه‌سانان هستند و در گروه‌های بزرگ با نام گله زندگی می‌کنند,شیرها اجتماعی ترین گربه سانان هستند و در گروه های بزرگ با نام گله زندگی می کنند,0.0,0.0,True,1,"گله 
",گله,1,1.0,0.792766294,4,ok,,"گله 
",گله,1,1.0,0.0,0
62,1729,3467450525537874621.wav,دانش‌آموزان مدرسه بنت هر سال درباره چه چیزی وب‌سایت طراحی می‌کنند؟,سفر خود به پایتخت ایالتی,به عنوان مثال هر ساله دانش آموزان مدرسه بنت در کارولینای شمالی وب سایتی در مورد سفر خود به پایتخت ایالتی طراحی می کنند هر ساله این وب سایت اصلاح می شود اما نسخه‌های قدیمی بصورت آنلاین نگهداری می شوند تا دفترچه یادداشت مورد استفاده قرار گیرند,به عنوان مثال هر دانه سر سال دانش آموزان مدرسه بنز در کارولینای شمالی وبسایتی در مورد سفر خود به پایتخت ایالتی طراحی می کند هر ساله این وبسایت اصلاح می شود اما نسخه های قدیمی به صورت آنلاین نگهداری میشم تا دفترچه یادداشت مورد استفاده قرار گیرد,0.2916666666666667,0.0829875518672199,True,5,"سفر خود به پایتخت ایالتی 
",سفر خود به پایتخت ایالتی,1,1.0,1.701708894,12,ok,,"سفر خود به پایتخت ایالتی 
",سفر خود به پایتخت ایالتی,1,1.0,0.0,0
165,1841,1210000108651131359.wav,از داخل غار چه چیزهایی در اطراف دیده می‌شود؟,آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف,هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف دیده نمی‌شود از داخل این غار بخش زیادی از این دنیا را نمی‌توان دید یا شنید,هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه های فراوان در اطراف دیده نمی شود از داخل این غار بخش زیادی از این دنیا را نمی توان دید یا شنید,0.0,0.0,True,13,"کوه های فراوان 
",کوه های فراوان,0,0.375,1.176926304,7,ok,,"آسمان صاف و زیبا و کوه‌های فراوان 
",آسمان صاف و زیبا و کوه های فراوان,0,0.761904762,0.386904762,
165,1841,6559631158085741898.wav,از داخل غار چه چیزهایی در اطراف دیده می‌شود؟,آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف,هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف دیده نمی‌شود از داخل این غار بخش زیادی از این دنیا را نمی‌توان دید یا شنید,هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه های فراوان در اطراف دیده نمی شود از داخل این غار بخش زیادی از این دنیا را نمی توان دید یا شنید,0.0,0.0,True,13,"کوه های فراوان 
",کوه های فراوان,0,0.375,1.265853741,7,ok,,"آسمان صاف و زیبا و کوه‌های فراوان 
",آسمان صاف و زیبا و کوه های فراوان,0,0.761904762,0.386904762,
165,1841,8443400104762076238.wav,از داخل غار چه چیزهایی در اطراف دیده می‌شود؟,آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف,هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف دیده نمی‌شود از داخل این غار بخش زیادی از این دنیا را نمی‌توان دید یا شنید,هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه های فراوان در اطراف دیده نمی شود از داخل این غار بخش زیادی از این دنیا را نمی توان دید یا شنید,0.0,0.0,True,13,"کوه های فراوان 
",کوه های فراوان,0,0.375,1.237111692,7,ok,,"آسمان صاف و زیبا و کوه‌های فراوان 
",آسمان صاف و زیبا و کوه های فراوان,0,0.761904762,0.386904762,
285,1967,10288654901284063861.wav,لیتون خواستار چه نوع تغییری در لایحه زیست‌محیطی شد؟,«بازنویسی تمام و کمال»,لیتون طی جلسه‌ای که با نخست وزیر داشت خواستار تغییراتی در لایحه زیست‌محیطی شد و بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار را درخواست کرد,لیتون طی جلسه ای با نخست وزیر داشت خواستار تغییرات در لایحه زیست محیطی شد و بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار را درخواست کرد,0.0666666666666666,0.0272108843537414,True,4,"بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار 
",بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار,0,0.571428571,2.569233884,20,ok,,"بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار 
",بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار,0,0.571428571,0.0,
285,1967,1464718351420382877.wav,لیتون خواستار چه نوع تغییری در لایحه زیست‌محیطی شد؟,«بازنویسی تمام و کمال»,لیتون طی جلسه‌ای که با نخست وزیر داشت خواستار تغییراتی در لایحه زیست‌محیطی شد و بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار را درخواست کرد,لیکن طی جلسه ای که با نخست وزیر داشت خواستار تغییراتی در لایحه زیست محیطی شد و بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار را درخواست کرد,0.0333333333333333,0.0136054421768707,True,4,"بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار 
",بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار,0,0.571428571,2.502540619,20,ok,,"بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار 
",بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار,0,0.571428571,0.0,
285,1967,13123326374705281492.wav,لیتون خواستار چه نوع تغییری در لایحه زیست‌محیطی شد؟,«بازنویسی تمام و کمال»,لیتون طی جلسه‌ای که با نخست وزیر داشت خواستار تغییراتی در لایحه زیست‌محیطی شد و بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار را درخواست کرد,نیتن توی جلسه ای که با نخست وزیر داشت خواستار تغییراتی در لایحه زیست محیطی شد و بازنویسی و کمال لایحه زیست محیطی حزب محافظه کار را درخواست کرد,0.1,0.0612244897959183,False,4,"بازنویسی و کمال لایحه زیست محیطی حزب محافظه کار 
",بازنویسی و کمال لایحه زیست محیطی حزب محافظه کار,0,0.461538462,2.389313646,19,ok,,"بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار 
",بازنویسی تمام و کمال لایحه زیست محیطی حزب محافظه کار,0,0.571428571,0.10989010900000001,
161,1837,7037430556971664279.wav,انتقاد لیبرال از بازسازی بر چه چیزی متمرکز بود؟,اعطای قراردادهای بازسازی به خودی‌های واشنگتن,انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است,انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی های واشنگتن متمرکز شده است,0.0,0.0,True,7,"اعطای قراردادهای بازسازی به خودی های واشنگتن 
",اعطای قراردادهای بازسازی به خودی های واشنگتن,1,1.0,2.109268032,16,ok,,"اعطای قراردادهای بازسازی به خودی‌های واشنگتن 
",اعطای قراردادهای بازسازی به خودی های واشنگتن,1,1.0,0.0,0
161,1837,3900286759054572637.wav,انتقاد لیبرال از بازسازی بر چه چیزی متمرکز بود؟,اعطای قراردادهای بازسازی به خودی‌های واشنگتن,انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است,انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی های واشنگتن متمرکز شده است,0.0,0.0,True,7,"اعطای قراردادهای بازسازی به خودی های واشنگتن 
",اعطای قراردادهای بازسازی به خودی های واشنگتن,1,1.0,2.200941231,16,ok,,"اعطای قراردادهای بازسازی به خودی‌های واشنگتن 
",اعطای قراردادهای بازسازی به خودی های واشنگتن,1,1.0,0.0,0
161,1837,3797595645445891841.wav,انتقاد لیبرال از بازسازی بر چه چیزی متمرکز بود؟,اعطای قراردادهای بازسازی به خودی‌های واشنگتن,انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است,انتقاد لیبرال از تلاش برای بازسازی و بر اعطای قراردادهای بازسازی به خودی ها ی واشینگتن متمرکز شده است,0.2352941176470588,0.0412371134020618,False,7,"تلاش برای بازسازی و اعطای قراردادهای بازسازی به خودی ها ی واشینگتن 
",تلاش برای بازسازی و اعطای قراردادهای بازسازی به خودی ها ی واشینگتن,0,0.526315789,2.904817591,23,ok,,"اعطای قراردادهای بازسازی به خودی‌های واشنگتن 
",اعطای قراردادهای بازسازی به خودی های واشنگتن,1,1.0,0.473684211,1
147,1821,13428320040074300426.wav,تحقیق دانشمندان بر ارتباط میان چه دو چیزی تکیه دارد؟,آسیب‌شناسی مغز و رفتار,ارتباط بین آسیب‌شناسی مغز و رفتار پشتوانه تحقیق دانشمندان است,ارتباط بین آسیب شناسی مغز و رفتار پشتوانه تحقیق دانشمندان است,0.0,0.0,True,5,"آسیب شناسی مغز و رفتار 
",آسیب شناسی مغز و رفتار,1,1.0,1.374873995,9,ok,,"آسیب‌شناسی مغز و رفتار 
",آسیب شناسی مغز و رفتار,1,1.0,0.0,0
